"","Kingdom","King.conf","Phylum","Phy.conf","Class","Class.conf","Order","Order.conf","family","fam.conf","genus","gen.conf"
"313","Bacteria","100","Firmicutes","100","Firmicutes_unclassified","100","Firmicutes_unclassified","100","Firmicutes_unclassified","100","Firmicutes_unclassified","100"
"314","Bacteria","100","Proteobacteria","100","Betaproteobacteria","100","Burkholderiales","100","Sutterellaceae","100","Parasutterella","100"
"315","Bacteria","100","Firmicutes","100","Clostridia","100","Clostridiales","100","Ruminococcaceae","100","Ruminococcaceae_unclassified","100"
"316","Bacteria","100","Firmicutes","100","Clostridia","100","Clostridiales","100","Clostridiales_unclassified","100","Clostridiales_unclassified","100"
"317","Bacteria","100","Firmicutes","100","Clostridia","100","Clostridiales","100","Ruminococcaceae","100","Butyricicoccus","100"
"318","Bacteria","100","Actinobacteria","100","Actinobacteria","100","Coriobacteriales","100","Coriobacteriaceae","100","Coriobacteriaceae_unclassified","100"
"319","Bacteria","100","Firmicutes","100","Clostridia","100","Clostridiales","100","Ruminococcaceae","99","Ruminococcaceae_unclassified","99"
"320","Bacteria","100","Firmicutes","100","Clostridia","100","Clostridiales","100","Lachnospiraceae","100","Lachnospiraceae_unclassified","100"
"321","Bacteria","100","Firmicutes","100","Firmicutes_unclassified","88","Firmicutes_unclassified","88","Firmicutes_unclassified","88","Firmicutes_unclassified","88"
"322","Bacteria","100","Firmicutes","98","Firmicutes_unclassified","85","Firmicutes_unclassified","85","Firmicutes_unclassified","85","Firmicutes_unclassified","85"
"323","Bacteria","100","Bacteroidetes","100","Bacteroidia","100","Bacteroidales","100","Porphyromonadaceae","100","Dysgonomonas","100"
"324","Bacteria","100","Bacteroidetes","100","Bacteroidia","100","Bacteroidales","100","Bacteroidaceae","100","Bacteroides","100"
"325","Bacteria","100","Firmicutes","100","Clostridia","100","Clostridiales","100","Eubacteriaceae","80","Eubacterium","80"
"326","Bacteria","100","Firmicutes","100","Clostridia","100","Clostridiales","100","Clostridiaceae_1","100","Clostridium_sensu_stricto","100"
"327","Bacteria","100","Firmicutes","100","Clostridia","100","Clostridiales","100","Clostridiales_unclassified","100","Clostridiales_unclassified","100"
"328","Bacteria","100","Firmicutes","100","Firmicutes_unclassified","100","Firmicutes_unclassified","100","Firmicutes_unclassified","100","Firmicutes_unclassified","100"
"329","Bacteria","100","Firmicutes","100","Clostridia","100","Clostridiales","100","Clostridiales_Incertae_Sedis_XIII","100","Mogibacterium","100"
