"","Otu0001","Otu0002","Otu0003","Otu0004","Otu0005","Otu0006","Otu0007","Otu0008","Otu0009","Otu0010","Otu0011","Otu0012","Otu0013","Otu0014","Otu0015","Otu0016","Otu0017","Otu0018","Otu0019","Otu0020","Otu0021","Otu0022","Otu0023","Otu0024","Otu0025","Otu0026","Otu0027","Otu0028","Otu0029","Otu0030","Otu0031","Otu0032","Otu0033","Otu0034","Otu0035","Otu0036","Otu0037","Otu0038","Otu0039","Otu0040","Otu0041","Otu0042","Otu0043","Otu0044","Otu0045","Otu0046","Otu0047","Otu0048","Otu0049","Otu0050","Otu0051","Otu0052","Otu0053","Otu0054","Otu0055","Otu0056","Otu0057","Otu0058","Otu0059","Otu0060","Otu0061","Otu0062","Otu0063","Otu0064","Otu0065","Otu0066","Otu0067","Otu0068","Otu0069","Otu0070","Otu0071","Otu0072","Otu0073","Otu0074","Otu0075","Otu0076","Otu0077","Otu0078","Otu0079","Otu0080","Otu0081","Otu0082","Otu0083","Otu0084","Otu0085","Otu0086","Otu0087","Otu0088","Otu0089","Otu0090","Otu0091","Otu0092","Otu0093","Otu0094","Otu0095","Otu0096","Otu0097","Otu0098","Otu0099","Otu0100","Otu0101","Otu0102","Otu0103","Otu0104","Otu0105","Otu0106","Otu0107","Otu0108","Otu0109","Otu0110","Otu0111","Otu0112","Otu0113","Otu0114","Otu0115","Otu0116","Otu0117","Otu0118","Otu0119","Otu0120","Otu0121","Otu0122","Otu0123","Otu0124","Otu0125","Otu0126","Otu0127","Otu0128","Otu0129","Otu0130","Otu0131","Otu0132","Otu0133","Otu0134","Otu0135","Otu0136","Otu0137","Otu0138","Otu0139","Otu0140","Otu0141","Otu0142","Otu0143","Otu0144","Otu0145","Otu0146","Otu0147","Otu0148","Otu0149","Otu0150","Otu0151","Otu0152","Otu0153","Otu0154","Otu0155","Otu0156","Otu0157","Otu0158","Otu0159","Otu0160","Otu0161","Otu0162","Otu0163","Otu0164","Otu0165","Otu0166","Otu0167","Otu0168","Otu0169","Otu0170","Otu0171","Otu0172","Otu0173","Otu0174","Otu0175","Otu0176","Otu0177","Otu0178","Otu0179","Otu0180","Otu0181","Otu0182","Otu0183","Otu0184","Otu0185","Otu0186","Otu0187","Otu0188","Otu0189","Otu0190","Otu0191","Otu0192","Otu0193","Otu0194","Otu0195","Otu0196","Otu0197","Otu0198","Otu0199","Otu0200","Otu0201","Otu0202","Otu0203","Otu0204","Otu0205","Otu0206","Otu0207","Otu0208","Otu0209","Otu0210","Otu0211","Otu0212","Otu0213","Otu0214","Otu0215","Otu0216","Otu0217","Otu0218","Otu0219","Otu0220","Otu0221","Otu0222","Otu0223","Otu0224","Otu0225","Otu0226","Otu0227","Otu0228","Otu0229","Otu0230","Otu0231","Otu0232","Otu0233","Otu0234","Otu0235","Otu0236","Otu0237","Otu0238","Otu0239","Otu0240","Otu0241","Otu0242","Otu0243","Otu0244","Otu0245","Otu0246","Otu0247","Otu0248","Otu0249","Otu0250","Otu0251","Otu0252","Otu0253","Otu0254","Otu0255","Otu0256","Otu0257","Otu0258","Otu0259","Otu0260","Otu0261","Otu0262","Otu0263","Otu0264","Otu0265","Otu0266","Otu0267","Otu0268","Otu0269","Otu0270","Otu0271","Otu0272","Otu0273","Otu0274","Otu0275","Otu0276","Otu0277","Otu0278","Otu0279","Otu0280","Otu0281","Otu0282","Otu0283","Otu0284","Otu0285","Otu0286","Otu0287","Otu0288","Otu0289","Otu0290","Otu0291","Otu0292","Otu0293","Otu0294","Otu0295","Otu0296","Otu0297","Otu0298","Otu0299","Otu0300","Otu0301","Otu0302","Otu0303","Otu0304","Otu0305","Otu0306","Otu0307","Otu0308","Otu0309","Otu0310","Otu0311","Otu0312","Otu0313","Otu0314","Otu0315","Otu0316","Otu0317","Otu0318","Otu0319","Otu0320","Otu0321","Otu0322","Otu0323","Otu0324","Otu0325","Otu0326","Otu0327","Otu0328","Otu0329","Otu0330","Otu0331","Otu0332","Otu0333","Otu0334","Otu0335","Otu0336","Otu0337","Otu0338","Otu0339","Otu0340","Otu0341","Otu0342","Otu0343","Otu0344","Otu0345","Otu0346","Otu0347","Otu0348","Otu0349","Otu0350","Otu0351","Otu0352","Otu0353","Otu0354","Otu0355","Otu0356","Otu0357","Otu0358","Otu0359","Otu0360","Otu0361","Otu0362","Otu0363","Otu0364","Otu0365","Otu0366","Otu0367","Otu0368","Otu0369","Otu0370","Otu0371","Otu0372","Otu0373","Otu0374","Otu0375","Otu0376","Otu0377","Otu0378","Otu0379","Otu0380","Otu0381","Otu0382","Otu0383","Otu0384","Otu0385","Otu0386","Otu0387","Otu0388","Otu0389","Otu0390","Otu0391","Otu0392","Otu0393","Otu0394","Otu0395","Otu0396","Otu0397","Otu0398","Otu0399","Otu0400","Otu0401","Otu0402","Otu0403","Otu0404","Otu0405","Otu0406","Otu0407"
"m841.m.15",565,140,689,62,95,12,7,10,0,84,139,24,297,41,37,78,79,0,76,0,0,31,42,8,18,20,13,8,0,0,0,26,196,0,80,1,12,4,67,418,0,152,6,203,33,0,0,7,20,0,0,21,129,83,0,0,0,9,3,0,26,21,27,52,25,6,57,13,13,0,1,155,16,68,6,18,27,1,24,3,35,6,0,0,0,1,1,1,37,11,0,0,3,0,12,0,1,0,1,4,0,0,0,8,8,0,18,13,3,0,9,65,1,0,0,0,32,0,1,7,1,15,0,12,27,0,0,3,7,17,4,3,0,0,18,0,1,0,2,2,29,0,0,2,0,11,0,6,2,1,0,4,63,7,2,12,0,4,0,0,2,5,10,1,0,0,1,0,0,1,1,0,4,2,0,0,1,2,0,10,0,0,3,3,4,0,9,0,0,0,1,4,0,5,0,2,0,0,11,3,0,0,0,0,4,9,2,0,0,0,0,0,0,0,0,1,0,1,0,1,2,1,0,2,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,9,1,2,4,0,0,0,0,0,0,0,1,2,0,1,2,2,1,0,3,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"m841.m.25",973,309,679,51,251,0,7,104,9,1,138,24,117,149,150,51,77,0,0,6,0,85,20,51,17,4,25,13,0,0,5,35,84,0,181,3,11,5,13,98,7,72,121,32,23,3,0,10,66,0,2,44,28,36,0,0,3,14,21,0,44,57,11,23,19,18,82,7,31,0,0,67,4,22,11,8,30,0,8,7,10,21,0,0,9,6,0,1,7,5,0,0,1,5,4,29,0,0,0,3,0,2,32,16,2,0,6,0,2,0,2,31,6,0,9,0,8,3,3,3,2,10,4,2,6,0,0,3,8,7,2,2,0,2,10,2,1,0,0,3,12,3,0,4,37,4,7,8,1,0,0,3,34,7,2,4,0,3,0,1,2,2,12,4,0,0,0,7,1,0,9,0,7,6,0,0,0,3,0,1,0,0,3,1,5,0,2,0,1,1,1,2,0,1,5,3,0,0,2,2,0,6,1,0,2,4,2,0,0,6,0,0,0,0,0,0,0,0,0,7,0,2,0,3,0,0,0,0,0,0,2,0,4,7,0,9,0,0,10,5,0,1,5,0,0,0,0,0,0,2,0,4,1,3,3,2,2,0,0,5,0,0,0,3,0,0,0,0,0,1,1,0,2,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"m841.m.40",806,88,723,11,605,0,4,169,98,7,163,15,161,173,179,43,83,0,2,0,0,73,44,30,8,18,2,4,0,0,80,30,72,0,180,0,3,3,57,19,4,62,52,23,35,7,0,9,76,0,1,16,23,35,0,0,0,5,12,0,59,31,19,14,18,20,68,9,27,0,0,20,0,16,3,1,31,3,18,14,14,36,0,1,5,9,1,2,9,9,0,0,8,5,14,15,4,0,0,5,0,0,8,7,3,0,6,0,3,0,3,11,2,0,1,0,11,0,11,13,1,9,3,1,6,0,0,7,9,5,5,11,2,8,9,4,15,0,2,0,6,0,0,4,11,5,4,13,7,0,3,4,24,2,2,7,0,7,0,0,4,4,19,4,0,0,0,3,3,1,4,1,6,3,0,0,0,4,0,3,0,0,2,1,0,0,4,0,3,1,6,2,0,4,0,4,0,0,3,6,0,1,2,2,4,3,2,0,0,1,0,0,2,0,0,1,0,1,0,0,0,11,0,4,0,0,0,0,0,0,0,0,1,4,0,2,0,1,0,0,2,1,22,1,0,0,0,0,0,5,0,2,2,1,1,0,2,0,2,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,2,2,0,0,0,2,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"m841.m.54",595,95,563,66,477,0,2,115,71,27,220,3,0,67,31,57,10,22,8,1,0,5,25,1,31,57,10,5,0,0,174,63,386,0,232,1,0,5,18,14,2,0,46,167,13,12,0,8,2,2,0,0,27,16,0,0,0,10,4,0,21,236,25,36,23,47,93,28,71,0,0,5,16,5,6,32,35,1,2,5,79,14,0,51,0,4,1,0,20,15,0,0,1,4,7,6,3,0,25,3,0,4,1,18,11,0,4,0,4,0,3,7,4,0,1,2,19,1,15,7,29,47,9,22,14,0,0,0,5,3,3,2,16,2,6,1,1,0,0,0,4,0,0,0,5,9,2,5,0,0,0,8,10,3,4,8,0,0,0,0,4,6,0,0,0,0,3,2,0,4,0,1,4,2,0,0,3,8,0,55,0,0,1,9,1,0,3,1,0,2,4,9,0,9,3,1,0,0,5,8,0,3,4,2,10,0,0,0,0,1,0,0,0,1,2,5,0,0,0,2,0,0,0,1,0,0,0,0,2,0,1,0,0,3,0,0,0,1,19,11,3,1,6,0,2,0,0,3,0,0,0,1,0,1,7,5,2,0,4,1,0,0,0,3,0,0,1,0,0,3,0,0,0,0,0,8,14,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,6,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"m842.m.0",826,17,351,136,333,2,2,65,292,152,83,87,118,25,198,41,129,0,66,19,0,58,45,36,15,13,150,26,0,16,0,36,18,0,49,2,50,12,4,29,6,47,24,62,12,49,0,47,83,79,1,81,4,22,0,8,17,43,34,0,8,8,28,8,11,18,42,18,11,0,10,10,12,16,28,3,1,7,1,49,17,17,0,26,19,6,12,100,1,1,1,0,5,19,4,6,4,0,2,8,0,4,5,0,3,0,11,0,0,143,1,13,8,0,13,1,24,6,1,0,4,1,18,28,27,4,0,0,7,4,3,3,0,13,0,2,0,0,19,11,9,0,0,1,2,2,15,2,2,0,0,7,6,1,7,1,0,1,0,1,0,5,8,15,0,0,4,2,10,0,0,3,4,4,0,0,2,4,0,0,0,4,8,1,2,0,0,2,6,0,2,3,0,2,0,2,0,0,1,1,0,2,2,0,0,2,3,2,0,0,0,0,0,2,0,1,0,0,0,6,0,0,0,7,0,0,0,0,0,0,0,0,10,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,11,0,2,0,9,2,0,2,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,15,0,0,0,0,0,1,0,5,0,0,0,0,0,0,1,0,2,0,0,0,0,1,8,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"m842.m.15",509,157,704,37,118,2,0,12,1,57,173,37,261,82,51,42,35,0,5,3,0,16,40,12,16,29,23,10,0,0,0,5,123,0,252,3,7,1,9,275,3,124,11,326,38,0,0,12,37,3,0,24,85,87,0,0,2,11,9,0,67,20,39,95,59,20,36,36,17,0,5,131,10,41,2,21,40,1,4,2,53,2,0,0,5,22,1,6,30,15,0,0,5,2,11,4,5,0,0,9,0,0,22,24,3,0,34,7,3,0,27,56,0,0,3,0,43,1,5,0,0,15,6,12,13,2,0,3,8,11,5,1,1,2,9,0,2,0,0,1,25,1,0,0,0,12,6,7,6,1,0,2,9,3,0,13,0,23,0,0,0,4,0,5,0,0,0,0,1,8,7,1,13,1,0,0,2,4,0,5,0,0,6,2,1,0,12,0,0,0,3,4,0,5,0,2,0,0,1,6,0,0,4,0,3,3,1,0,0,0,0,0,1,0,0,3,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,1,0,0,0,4,0,7,1,2,0,0,0,0,0,0,1,0,1,5,0,0,1,0,3,0,0,5,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"m842.m.25",942,89,353,8,346,1,5,71,14,1,113,35,205,163,64,64,48,0,1,14,0,34,27,20,18,40,29,7,0,0,17,35,34,0,341,1,19,8,74,166,7,68,2,96,29,10,0,23,85,2,2,28,81,80,0,0,3,13,7,0,43,70,28,27,15,34,25,25,34,0,2,82,15,26,3,28,21,3,33,14,31,18,0,22,11,7,5,14,15,16,0,0,8,14,9,49,5,0,0,4,0,0,26,14,4,0,28,0,7,0,2,20,3,0,4,1,30,1,7,4,12,13,13,4,8,4,0,2,5,8,5,5,0,3,4,2,1,0,2,10,16,0,0,3,38,7,3,8,7,0,0,3,3,5,7,10,0,5,0,1,3,6,5,11,0,0,1,1,9,7,1,0,16,0,0,0,3,2,0,4,0,0,4,5,4,0,7,1,0,1,0,0,1,3,0,0,0,0,12,0,0,0,0,0,0,3,2,0,0,2,0,0,2,1,0,1,0,0,0,2,0,2,2,0,0,0,1,0,0,0,8,0,2,0,0,0,0,1,5,10,0,3,0,2,1,0,0,0,1,3,1,2,0,0,2,3,1,0,0,1,0,0,0,4,0,0,1,0,0,1,1,0,1,0,0,1,5,0,0,0,0,6,0,0,1,0,0,0,3,1,1,0,0,0,0,0,2,1,0,18,0,0,0,0,0,0,2,0,1,4,1,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"m842.m.40",881,189,161,50,387,0,5,40,31,2,256,17,177,172,49,51,62,1,0,19,0,86,50,23,44,8,48,22,0,2,55,68,19,0,181,6,14,23,22,96,33,92,6,73,12,12,0,61,87,1,0,31,27,50,0,0,7,51,29,0,87,41,47,20,19,26,16,46,33,0,1,66,19,18,7,16,25,2,26,36,17,12,0,15,4,7,9,13,6,15,1,0,11,5,4,11,2,0,1,12,0,2,47,4,3,0,27,0,8,0,2,26,9,0,12,3,42,2,52,4,4,19,2,15,2,0,0,7,1,4,3,6,0,3,2,3,4,0,4,7,14,2,0,6,21,11,22,4,2,0,0,5,2,2,8,7,0,8,0,0,3,3,1,9,0,0,1,2,7,6,4,0,2,8,0,0,8,6,0,11,0,0,2,4,13,0,4,1,2,0,3,0,0,7,0,1,0,0,4,13,0,6,1,0,1,2,6,0,0,1,0,0,1,3,4,3,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,1,7,0,0,0,0,9,13,1,2,0,3,3,0,0,0,0,0,2,5,1,1,0,0,0,0,2,1,0,0,0,2,0,0,7,0,0,2,0,0,0,0,0,6,3,0,0,0,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,1,24,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"m842.m.54",741,99,1028,637,263,0,19,107,77,1,87,3,130,70,9,17,20,4,4,11,0,7,31,3,21,9,12,15,0,0,51,101,421,0,206,0,1,3,10,67,0,60,0,42,9,5,0,3,19,0,0,4,11,28,0,0,0,0,2,0,28,16,1,35,21,7,44,11,14,0,0,36,6,14,6,16,23,1,4,3,43,9,0,36,1,13,4,7,19,8,0,0,2,9,16,1,2,0,1,4,0,4,0,9,0,0,26,0,3,0,1,1,1,0,0,1,10,2,62,0,22,18,3,2,10,0,0,1,8,9,1,0,0,0,0,1,1,0,5,1,2,0,0,0,4,3,0,3,0,0,0,11,18,0,4,7,0,1,0,0,3,1,1,1,0,0,0,0,0,3,2,1,2,0,0,0,5,0,0,20,0,0,5,1,6,0,0,0,1,0,0,1,0,2,4,0,0,0,0,1,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,2,9,14,0,1,0,0,1,0,0,0,0,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"m843.c.15",965,224,822,349,396,0,1,4,59,132,71,2,68,92,37,0,50,0,56,0,0,36,35,1,1,209,13,1,0,0,3,63,361,6,203,2,0,4,27,28,0,31,76,79,8,0,0,6,30,4,0,0,28,16,0,0,0,1,1,0,18,44,10,30,7,13,21,6,18,54,2,16,11,3,2,10,25,0,9,3,19,13,0,5,10,13,1,0,0,1,0,0,0,0,1,8,2,0,1,0,0,0,0,11,3,0,10,0,1,0,1,2,2,0,0,0,12,2,0,6,4,8,0,8,31,0,19,0,5,8,5,2,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,8,25,3,0,2,0,0,0,0,3,4,0,2,0,0,0,1,0,0,1,1,2,1,0,0,1,0,0,16,0,0,5,1,3,0,0,0,0,0,2,11,0,0,4,0,0,0,0,3,0,1,7,0,0,1,2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,3,0,1,19,0,2,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
"m843.c.25",903,344,505,99,389,11,0,77,86,171,120,12,140,69,58,41,92,0,41,0,0,42,43,42,12,158,98,8,0,0,77,3,31,17,50,4,15,3,23,16,2,55,70,68,24,4,0,1,46,18,1,0,31,12,0,0,0,1,12,0,14,66,18,67,6,15,11,10,7,86,1,15,3,21,6,11,38,0,14,19,28,10,0,33,7,15,2,2,8,10,0,0,5,1,5,8,8,0,20,9,0,4,0,3,1,0,21,0,11,0,3,11,26,0,3,0,30,1,0,18,6,9,0,2,13,0,23,4,13,8,1,2,0,0,3,4,10,0,0,3,1,1,0,0,4,4,1,8,0,0,3,2,72,1,0,1,0,0,0,0,1,7,0,3,0,0,0,3,0,0,3,10,3,2,0,0,3,0,0,41,0,0,0,0,3,0,3,0,3,1,6,9,1,0,3,0,0,0,0,4,0,1,15,2,2,2,4,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,8,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,3,0,2,44,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,4,0,1,0,0,0,2,0,0,0,0,0,5,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"m843.c.40",1072,161,787,178,428,0,3,133,73,239,175,3,50,196,78,38,53,0,65,0,0,28,23,6,6,200,11,2,0,0,58,93,71,1,30,4,2,1,16,0,0,19,97,39,6,4,0,2,1,0,0,0,20,6,0,0,0,0,3,0,4,13,5,53,4,6,30,8,11,106,1,1,1,7,15,13,37,0,9,6,36,5,0,27,0,1,0,1,13,3,0,0,0,0,7,0,3,0,11,1,0,1,0,8,0,0,21,0,3,0,2,7,3,0,0,0,9,0,0,16,11,13,2,3,0,0,8,0,11,3,3,2,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,1,2,25,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,1,9,2,0,0,0,0,0,0,29,0,0,0,0,0,0,1,0,1,0,7,18,0,1,0,2,0,0,4,3,0,0,17,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,4,0,1,80,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"m843.c.54",523,338,274,163,655,2,2,34,154,89,164,0,54,63,441,14,6,0,31,0,0,15,16,92,57,129,112,5,0,0,123,115,8,11,4,10,0,19,25,0,13,18,287,23,7,2,0,29,1,4,0,2,30,0,0,1,0,1,72,0,2,90,4,19,26,7,19,10,5,24,3,0,3,15,6,7,2,2,13,0,50,4,0,3,2,1,2,0,5,2,0,0,0,13,1,1,9,0,245,5,0,11,0,22,2,1,1,0,12,0,5,4,28,0,1,12,5,0,4,21,5,6,14,7,0,0,42,0,0,6,6,3,0,1,1,8,14,0,0,7,0,0,0,0,0,5,3,5,0,0,1,2,4,2,3,2,0,0,0,0,9,5,0,0,0,0,0,3,0,0,1,9,2,6,0,0,2,0,0,4,0,0,0,3,2,0,0,0,4,0,3,0,0,1,15,0,0,0,3,2,0,4,8,2,1,2,0,3,0,2,0,0,2,0,3,1,0,0,0,0,0,0,0,4,0,0,0,0,2,0,10,0,0,0,0,0,0,4,0,0,0,0,32,0,0,0,0,3,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,2,10,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"m844.m.0",1186,125,754,138,430,0,123,29,276,19,28,9,60,111,87,109,36,0,347,5,0,55,30,12,3,24,40,10,0,7,3,0,97,0,47,6,18,20,23,23,12,29,9,11,13,3,0,11,46,11,0,5,7,26,0,22,12,3,12,0,29,6,8,22,4,3,168,2,7,0,2,10,0,5,1,0,20,0,5,26,11,4,0,0,8,2,8,12,0,6,0,0,0,5,3,3,13,0,0,6,0,2,0,1,4,0,3,0,1,18,0,13,6,10,1,8,6,0,6,0,9,3,12,2,118,0,0,4,8,0,1,5,0,4,1,0,0,0,1,3,5,0,1,0,0,2,5,1,0,0,0,3,11,0,1,2,0,3,0,0,1,2,2,6,0,0,0,1,0,4,0,1,1,1,0,0,0,0,0,3,0,0,5,1,2,0,0,3,7,1,2,0,1,1,0,2,0,0,1,0,0,1,2,0,1,4,2,0,0,0,0,0,1,0,1,1,0,0,0,1,0,3,0,15,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
