"","Otu0001","Otu0002","Otu0003","Otu0004","Otu0005","Otu0006","Otu0007","Otu0008","Otu0009","Otu0010","Otu0011","Otu0012","Otu0013","Otu0014","Otu0015","Otu0016","Otu0017","Otu0018","Otu0019","Otu0020","Otu0021","Otu0022","Otu0023","Otu0024","Otu0025","Otu0026","Otu0027","Otu0028","Otu0029","Otu0030","Otu0031","Otu0032","Otu0033","Otu0034","Otu0035","Otu0036","Otu0037","Otu0038","Otu0039","Otu0040","Otu0041","Otu0042","Otu0043","Otu0044","Otu0045","Otu0046","Otu0047","Otu0048","Otu0049","Otu0050","Otu0051","Otu0052","Otu0053","Otu0054","Otu0055","Otu0056","Otu0057","Otu0058","Otu0059","Otu0060","Otu0061","Otu0062","Otu0063","Otu0064","Otu0065","Otu0066","Otu0067","Otu0068","Otu0069","Otu0070","Otu0071","Otu0072","Otu0073","Otu0074","Otu0075","Otu0076","Otu0077","Otu0078","Otu0079","Otu0080","Otu0081","Otu0082","Otu0083","Otu0084","Otu0085","Otu0086","Otu0087","Otu0088","Otu0089","Otu0090","Otu0091","Otu0092","Otu0093","Otu0094","Otu0095","Otu0096","Otu0097","Otu0098","Otu0099","Otu0100","Otu0101","Otu0102","Otu0103","Otu0104","Otu0105","Otu0106","Otu0107","Otu0108","Otu0109","Otu0110","Otu0111","Otu0112","Otu0113","Otu0114","Otu0115","Otu0116","Otu0117","Otu0118","Otu0119","Otu0120","Otu0121","Otu0122","Otu0123","Otu0124","Otu0125","Otu0126","Otu0127","Otu0128","Otu0129","Otu0130","Otu0131","Otu0132","Otu0133","Otu0134","Otu0135","Otu0136","Otu0137","Otu0138","Otu0139","Otu0140","Otu0141","Otu0142","Otu0143","Otu0144","Otu0145","Otu0146","Otu0147","Otu0148","Otu0149","Otu0150","Otu0151","Otu0152","Otu0153","Otu0154","Otu0155","Otu0156","Otu0157","Otu0158","Otu0159","Otu0160","Otu0161","Otu0162","Otu0163","Otu0164","Otu0165","Otu0166","Otu0167","Otu0168","Otu0169","Otu0170","Otu0171","Otu0172","Otu0173","Otu0174","Otu0175","Otu0176","Otu0177","Otu0178","Otu0179","Otu0180","Otu0181","Otu0182","Otu0183","Otu0184","Otu0185","Otu0186","Otu0187","Otu0188","Otu0189","Otu0190","Otu0191","Otu0192","Otu0193","Otu0194","Otu0195","Otu0196","Otu0197","Otu0198","Otu0199","Otu0200","Otu0201","Otu0202","Otu0203","Otu0204","Otu0205","Otu0206","Otu0207","Otu0208","Otu0209","Otu0210","Otu0211","Otu0212","Otu0213","Otu0214","Otu0215","Otu0216","Otu0217","Otu0218","Otu0219","Otu0220","Otu0221","Otu0222","Otu0223","Otu0224","Otu0225","Otu0226","Otu0227","Otu0228","Otu0229","Otu0230","Otu0231","Otu0232","Otu0233","Otu0234","Otu0235","Otu0236","Otu0237","Otu0238","Otu0239","Otu0240","Otu0241","Otu0242","Otu0243","Otu0244","Otu0245","Otu0246","Otu0247","Otu0248","Otu0249","Otu0250","Otu0251","Otu0252","Otu0253","Otu0254","Otu0255","Otu0256","Otu0257","Otu0258","Otu0259","Otu0260","Otu0261","Otu0262","Otu0263","Otu0264","Otu0265","Otu0266","Otu0267","Otu0268","Otu0269","Otu0270","Otu0271","Otu0272","Otu0273","Otu0274","Otu0275","Otu0276","Otu0277","Otu0278","Otu0279","Otu0280","Otu0281","Otu0282","Otu0283","Otu0284","Otu0285","Otu0286","Otu0287","Otu0288","Otu0289","Otu0290","Otu0291","Otu0292","Otu0293","Otu0294","Otu0295","Otu0296","Otu0297","Otu0298","Otu0299","Otu0300","Otu0301","Otu0302","Otu0303","Otu0304","Otu0305","Otu0306","Otu0307","Otu0308","Otu0309","Otu0310","Otu0311","Otu0312","Otu0313","Otu0314","Otu0315","Otu0316","Otu0317","Otu0318","Otu0319","Otu0320","Otu0321","Otu0322","Otu0323","Otu0324","Otu0325","Otu0326","Otu0327","Otu0328","Otu0329","Otu0330","Otu0331","Otu0332","Otu0333","Otu0334","Otu0335","Otu0336","Otu0337","Otu0338","Otu0339","Otu0340","Otu0341","Otu0342","Otu0343","Otu0344","Otu0345","Otu0346","Otu0347","Otu0348","Otu0349","Otu0350","Otu0351","Otu0352","Otu0353","Otu0354","Otu0355","Otu0356","Otu0357","Otu0358","Otu0359","Otu0360","Otu0361","Otu0362","Otu0363","Otu0364","Otu0365","Otu0366","Otu0367","Otu0368","Otu0369","Otu0370","Otu0371","Otu0372","Otu0373","Otu0374","Otu0375","Otu0376","Otu0377","Otu0378","Otu0379","Otu0380","Otu0381","Otu0382","Otu0383","Otu0384","Otu0385","Otu0386","Otu0387","Otu0388","Otu0389","Otu0390","Otu0391","Otu0392","Otu0393","Otu0394","Otu0395","Otu0396","Otu0397","Otu0398","Otu0399","Otu0400","Otu0401","Otu0402","Otu0403","Otu0404","Otu0405","Otu0406","Otu0407"
"X191.M.C.3",968,710,12,457,77,425,129,48,149,88,60,71,61,65,43,95,56,0,25,57,89,25,66,88,79,47,54,44,3,36,33,4,1,69,0,30,47,15,4,1,32,1,19,3,13,34,0,25,6,24,10,36,8,0,5,35,37,9,1,0,15,4,12,1,5,2,9,3,2,21,22,0,22,4,1,1,2,22,7,7,3,7,19,0,9,1,0,14,3,1,5,0,16,1,4,2,2,0,3,1,0,6,12,1,7,0,5,0,1,9,6,4,17,0,10,2,0,5,2,15,1,1,7,2,0,11,6,3,4,8,3,0,0,0,4,0,0,6,7,2,3,1,3,5,0,3,3,3,0,4,10,2,0,2,0,1,3,1,0,0,6,5,0,0,0,42,4,0,2,0,2,2,0,2,2,5,1,0,0,0,17,0,0,0,0,2,1,0,1,0,1,0,2,0,0,2,0,0,1,1,2,3,0,0,0,1,0,4,2,0,1,27,1,1,1,0,8,2,1,1,0,0,1,0,0,0,2,1,0,3,0,0,0,1,2,0,0,0,1,0,0,1,0,0,1,0,0,1,0,2,0,0,0,0,0,3,2,0,1,0,1,0,1,0,0,0,1,0,1,0,2,0,0,0,1,1,0,3,1,0,1,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"X191.M.C.6",1054,590,84,73,54,380,116,125,213,163,108,118,27,102,91,98,73,37,88,37,94,31,27,68,87,32,46,14,0,92,14,0,2,27,0,4,29,7,6,0,25,2,0,0,51,70,0,32,9,11,39,21,11,0,17,2,13,27,28,0,4,2,15,3,16,5,0,3,5,8,1,0,18,7,27,2,1,49,3,13,6,15,66,0,9,1,4,12,3,0,21,0,2,2,6,0,8,0,17,10,0,1,11,0,4,1,3,84,5,12,4,0,4,0,2,0,0,6,0,7,0,0,1,4,0,10,2,3,0,1,1,4,5,0,3,1,0,3,3,0,0,1,6,2,0,1,0,0,2,7,1,2,0,1,1,0,4,1,0,4,1,0,0,0,0,0,4,0,20,0,1,3,1,8,1,10,0,1,1,0,0,6,6,1,0,6,0,1,2,0,1,0,2,1,0,0,0,0,0,1,0,0,2,1,1,0,2,4,3,0,1,2,1,0,0,0,8,0,0,0,0,0,0,0,4,0,3,1,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,3,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X191.M.C.9",959,525,226,227,54,411,1,124,87,1,67,167,1,44,71,83,79,342,1,62,33,27,19,35,22,49,73,25,186,21,19,12,8,18,0,2,14,22,30,0,49,0,60,4,26,10,0,36,18,24,64,20,6,11,1,0,4,14,29,0,2,32,16,4,8,8,5,1,4,2,9,0,25,2,30,1,1,25,2,5,4,9,6,9,13,11,2,4,1,1,19,0,5,9,8,2,31,0,1,4,0,25,5,2,0,0,1,90,15,2,3,0,29,0,8,8,0,1,0,10,3,2,6,10,0,0,4,0,0,6,10,3,10,0,0,10,0,22,2,0,1,0,14,1,1,0,1,1,0,8,2,2,0,1,0,4,8,0,0,4,1,1,0,0,0,1,0,3,4,1,5,18,0,1,1,7,0,0,0,0,0,2,3,0,0,1,0,0,2,5,2,1,2,0,2,0,0,0,1,0,0,1,2,1,1,1,0,1,0,2,3,0,4,0,2,0,13,0,0,0,0,1,0,0,1,0,0,0,4,0,1,0,0,0,1,2,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X192.M.C.3",654,481,265,21,16,28,9,95,120,41,190,34,0,206,72,10,6,0,21,169,107,10,113,25,82,132,9,23,0,25,98,76,68,107,0,87,22,19,18,20,5,0,13,3,34,13,0,14,11,1,4,3,56,58,106,66,8,5,6,0,29,69,25,34,33,18,0,27,13,71,7,5,66,17,6,42,12,16,3,0,17,12,6,94,2,4,0,5,7,21,0,0,22,1,28,4,2,0,2,7,0,11,3,1,12,0,19,0,9,9,8,12,2,0,1,0,1,0,4,1,45,7,1,26,0,15,6,3,9,6,0,1,0,0,8,11,0,13,9,2,48,3,4,5,5,9,2,1,3,8,0,4,0,7,5,4,8,10,0,0,5,8,0,0,0,10,51,2,7,2,2,0,4,2,3,3,2,0,1,0,2,0,0,2,1,2,3,37,1,0,2,0,1,1,0,3,0,0,0,0,0,0,1,4,6,2,1,1,3,3,0,17,2,3,6,0,0,4,1,1,0,0,10,0,2,0,0,2,0,4,0,1,1,4,3,0,0,3,9,0,1,2,0,0,2,0,0,0,1,1,0,0,0,2,1,0,0,1,5,0,6,0,0,1,0,2,0,1,1,3,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,2,1,0,1,1,1,0,0,0,0,0,0,2,1,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"X192.M.C.6",895,719,128,66,56,5,55,156,235,121,141,25,180,93,57,0,14,46,32,269,72,11,81,56,29,82,25,7,4,40,119,27,32,0,0,40,9,4,49,0,11,1,1,11,60,40,0,35,11,5,18,1,22,23,54,11,19,28,17,0,17,44,22,24,24,14,12,8,4,24,3,0,30,5,3,20,4,44,6,5,7,18,1,0,0,3,1,9,9,12,0,0,18,4,8,2,5,0,17,17,0,7,9,1,6,0,9,4,2,11,40,6,1,0,2,3,2,10,0,1,4,5,2,25,0,14,8,6,0,10,1,1,0,0,12,0,0,0,6,0,10,3,18,11,0,5,1,9,1,3,0,4,0,3,2,4,8,6,0,12,6,5,0,0,0,0,14,0,5,2,0,1,5,3,1,6,0,1,1,0,0,2,2,1,1,0,5,0,2,5,3,0,1,2,0,0,0,0,0,0,0,2,11,3,2,0,3,7,6,0,0,6,0,2,3,2,1,7,4,1,4,0,14,3,4,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,2,0,0,0,0,1,2,0,0,0,0,3,0,1,0,1,0,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X192.M.C.9",1137,671,68,393,70,99,98,81,167,62,95,109,0,121,66,88,32,99,5,70,64,22,66,34,63,44,36,10,36,17,52,21,6,46,0,17,70,8,19,0,12,0,8,0,45,45,0,39,27,7,67,20,29,7,1,4,10,22,7,0,34,19,6,1,6,5,9,3,9,5,15,0,14,5,13,1,3,50,7,8,1,13,37,12,4,16,7,5,0,0,20,0,3,11,4,0,8,0,0,13,0,2,48,0,1,0,1,31,2,5,8,4,6,0,3,8,0,3,0,0,5,1,5,8,0,15,3,9,3,3,1,2,0,0,2,2,0,4,8,2,3,0,13,3,0,2,1,5,2,8,4,4,0,2,3,1,0,5,0,2,4,5,0,5,0,0,2,8,5,2,0,3,1,2,0,4,3,0,0,0,0,2,3,2,0,1,0,0,2,0,3,1,0,0,1,1,0,0,3,1,0,1,0,4,0,0,0,1,0,1,0,1,0,2,0,2,20,5,0,3,0,0,2,0,7,0,0,2,3,0,0,1,0,2,0,2,0,0,6,0,0,1,0,0,1,0,0,3,0,2,0,0,0,1,0,0,3,0,1,0,3,0,0,0,1,1,0,0,0,0,1,0,0,0,1,2,0,0,1,0,1,1,0,0,0,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"X193.C.C.3",801,369,73,294,34,311,222,22,92,207,81,223,0,102,13,184,73,0,105,70,53,62,23,83,54,38,78,24,466,0,29,8,6,85,0,25,128,12,32,0,18,0,29,9,12,12,0,5,17,16,7,19,24,18,22,0,19,0,11,0,5,16,3,7,3,12,0,5,6,13,30,0,16,6,2,3,3,10,0,6,4,4,0,18,3,4,0,6,3,2,9,0,0,3,15,7,4,0,0,9,0,5,5,3,6,0,4,0,20,0,7,0,13,0,5,2,2,0,0,9,3,0,1,6,0,4,5,6,4,6,0,0,0,0,3,12,0,2,3,3,1,1,13,2,0,5,4,2,2,0,2,1,0,0,2,0,11,3,0,1,5,1,0,1,0,51,1,3,0,1,0,1,3,4,5,3,0,0,1,0,7,1,0,2,0,0,0,0,0,3,0,0,3,2,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,1,2,0,3,1,0,1,2,4,2,3,0,0,0,0,1,0,3,0,0,2,0,0,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,2,0,0,0,1,0,6,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,2,0,0,0,0,2,0,0,1,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X193.C.C.6",1061,387,48,76,67,444,285,49,79,154,42,159,39,36,15,176,145,550,174,33,58,60,11,31,48,18,62,27,24,33,8,2,0,21,0,12,26,4,6,1,60,2,11,1,11,8,0,6,29,15,48,40,4,5,6,0,42,12,16,0,3,5,6,2,4,5,0,3,1,1,41,0,14,2,9,0,3,6,1,8,2,2,4,1,9,0,6,1,2,0,36,0,2,4,1,0,4,0,0,3,0,0,4,0,0,0,1,169,4,0,2,1,12,0,9,4,1,3,0,4,0,0,1,3,0,3,2,0,1,3,2,3,0,0,0,2,0,2,1,2,1,0,0,0,0,1,2,0,0,1,4,0,0,0,1,0,1,0,0,1,0,1,0,3,0,0,1,4,5,0,0,0,1,2,0,0,0,0,0,0,0,3,1,2,1,0,0,1,1,1,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,1,3,0,0,0,4,1,0,2,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"X193.C.C.9",617,303,134,41,35,164,100,23,37,194,302,80,24,149,24,26,65,206,83,236,53,44,86,34,36,74,37,9,68,15,62,7,16,72,0,23,123,17,49,5,36,2,27,39,82,3,0,20,27,14,16,19,34,30,43,3,25,13,31,0,33,54,29,30,29,21,2,5,16,14,20,4,32,18,3,2,6,16,11,15,7,7,1,32,16,27,9,4,17,1,26,0,18,5,6,5,1,0,0,14,0,19,8,10,4,0,0,36,5,0,12,16,10,0,10,3,2,4,0,6,14,9,2,9,0,6,5,15,3,9,15,4,2,0,5,15,0,2,6,5,1,2,5,5,3,11,4,10,5,10,3,2,0,6,2,6,3,3,0,3,1,3,0,1,0,2,1,3,9,3,3,0,6,0,8,0,3,0,2,0,4,2,3,2,1,5,3,0,0,3,2,0,1,3,3,0,0,0,3,4,0,1,0,2,4,2,3,2,1,0,0,5,3,7,3,3,1,0,5,2,0,2,0,0,3,51,0,2,1,6,0,1,1,0,0,1,0,1,1,0,0,2,0,0,3,4,0,0,3,0,0,0,2,1,0,0,0,0,1,0,3,0,1,1,4,0,0,2,5,6,1,0,0,0,0,0,0,0,1,0,0,0,2,4,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"X194.C.C.3",1124,768,72,139,40,302,56,133,175,68,80,216,5,104,57,17,47,0,26,55,89,8,44,24,136,0,53,72,0,47,5,5,6,8,0,3,103,0,10,0,14,0,3,8,33,72,0,6,25,6,46,26,22,46,30,19,16,6,33,0,10,2,22,20,10,8,0,12,7,0,17,0,23,11,23,6,6,37,4,6,4,22,37,0,2,1,0,7,3,0,1,0,18,10,4,3,4,0,0,1,0,7,16,0,14,0,2,0,6,0,9,3,29,0,6,9,0,10,0,2,1,0,4,13,0,5,0,5,2,3,3,2,1,0,15,0,0,16,4,1,0,2,16,0,0,4,3,7,1,4,4,3,0,0,4,1,0,1,0,0,2,2,0,0,0,7,14,0,2,1,7,0,8,1,0,21,1,1,0,0,0,6,3,0,0,8,1,0,4,1,2,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2,1,2,0,2,1,47,0,0,0,1,10,2,1,0,0,0,3,0,3,0,5,0,0,4,0,1,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,2,0,1,0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X194.C.C.6",872,719,18,74,26,249,215,72,180,283,27,118,22,50,51,66,97,1,73,52,94,65,14,153,57,34,60,5,0,85,25,2,1,53,0,44,66,3,5,1,21,0,2,0,28,23,0,21,24,19,62,78,47,7,4,11,61,14,15,0,15,9,3,6,12,5,21,3,8,6,33,1,13,3,3,3,6,64,9,11,1,10,70,17,9,4,1,3,7,1,89,0,4,1,1,0,5,0,3,9,0,2,3,7,2,0,3,79,0,0,8,2,9,0,8,8,0,0,0,2,5,1,6,6,0,8,8,4,5,0,5,4,0,0,0,0,0,0,4,2,0,0,22,1,1,3,5,6,2,8,2,2,0,0,2,4,9,1,0,0,2,0,0,2,0,0,1,1,1,0,0,1,1,0,1,4,0,0,0,0,0,1,1,2,0,2,0,0,1,1,0,0,2,2,0,0,0,0,0,1,1,0,0,1,0,1,0,4,3,0,5,4,0,1,0,0,1,1,0,0,0,1,7,0,2,4,6,0,0,0,0,1,0,1,1,0,0,2,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,2,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3,1,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"X194.C.C.9",846,342,55,60,35,285,127,26,79,128,19,314,52,42,21,75,117,115,84,105,24,99,34,83,73,30,97,8,25,10,88,2,6,82,0,10,131,23,47,15,134,0,1,0,58,15,0,24,25,9,51,56,27,17,0,2,37,13,36,1,8,1,11,15,16,18,0,3,11,0,25,5,50,4,5,0,4,25,10,7,4,6,0,12,19,9,3,3,10,0,103,0,3,6,1,3,4,0,0,12,0,9,6,13,0,0,2,66,0,0,5,10,13,0,6,11,5,4,6,3,6,0,3,9,0,2,7,6,0,8,5,1,0,0,10,15,0,8,1,5,1,2,13,0,0,5,3,1,1,5,5,0,0,2,3,6,2,3,0,12,6,2,0,4,0,0,0,2,3,5,2,2,2,3,0,7,2,0,0,0,3,5,4,0,0,2,3,0,0,5,2,0,2,0,3,0,0,0,0,0,0,2,0,1,1,0,4,2,0,0,1,4,1,6,0,2,1,2,2,2,0,0,0,0,1,65,0,1,45,0,0,0,2,0,1,0,0,0,0,0,0,2,0,0,2,3,0,0,1,0,0,0,1,4,0,0,0,0,3,1,1,0,1,0,2,0,0,2,2,0,0,0,0,1,3,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"X195.C.C.3",922,557,181,286,66,363,87,26,102,114,46,116,0,53,8,24,47,0,34,51,129,38,51,107,67,72,86,9,87,2,26,4,11,95,0,62,144,5,43,0,31,0,49,8,43,40,0,6,13,27,8,24,75,10,12,0,30,0,11,0,4,27,10,13,15,12,0,2,7,27,22,0,37,15,7,3,6,11,3,9,12,6,0,38,4,10,0,13,6,1,5,0,5,1,10,8,8,0,0,16,0,6,5,6,6,0,5,0,12,1,9,3,18,0,5,6,2,1,0,4,10,1,0,6,0,1,1,7,5,4,4,1,6,0,1,11,0,0,0,5,0,7,8,3,0,5,0,0,1,1,8,0,0,4,3,6,8,2,0,3,1,3,0,1,0,65,1,3,2,0,1,0,0,0,3,3,2,1,1,0,5,1,3,2,2,0,1,3,1,2,1,0,0,2,8,2,0,0,0,0,1,0,2,2,4,0,0,1,2,2,3,0,3,0,0,0,0,0,2,0,0,1,0,0,2,0,8,4,3,2,0,1,1,1,2,0,0,2,3,0,1,1,0,0,0,1,0,0,0,3,0,1,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2,0,1,0,0,2,0,0,0,1,1,0,0,2,0,2,0,0,0,0,1,1,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"X195.C.C.6",753,334,243,27,23,298,236,67,128,114,35,196,83,116,21,130,125,436,85,65,236,72,22,21,12,49,52,22,24,24,36,5,7,46,0,14,1,10,8,0,113,17,39,20,14,5,0,10,28,17,76,81,35,9,11,13,38,14,20,0,3,4,4,9,11,3,6,2,0,0,40,1,16,3,4,0,3,21,8,5,1,5,0,7,17,6,10,5,11,0,23,0,12,4,13,0,4,0,0,6,0,0,3,4,1,0,4,76,7,1,1,3,1,0,5,12,1,4,0,2,0,0,3,5,0,11,5,1,1,1,0,7,2,0,1,10,0,8,2,1,1,1,7,2,0,1,4,6,0,3,3,0,0,1,0,2,1,1,0,0,3,2,0,1,0,0,1,2,2,0,0,0,0,0,1,9,0,0,0,0,0,0,1,0,0,1,0,0,1,4,1,0,2,2,0,2,0,0,0,2,0,1,1,0,0,0,0,2,0,0,4,2,1,0,0,1,1,1,1,2,0,0,0,0,0,0,1,0,1,5,1,2,0,1,2,0,0,1,0,0,0,0,0,0,2,0,0,2,1,0,0,0,2,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
