"","","BC distance within patients","BC distance between patients and relatives","BC distance within Relatives"
"105","","0.95085296506905","0.599918765231519","0.601848090982941"
"106","","0.638911454102356","0.626015434606011","0.626421608448416"
"107","","0.668866774979691","0.636271324126726","0.389825345247766"
"108","","0.65353371242892","0.678411860276198","0.637896019496344"
"109","","0.770410235580829","0.687956945572705","0.530970755483347"
"110","","0.614033306255077","0.894496344435418","0.591896831844029"
"111","","0.61961819658814","0.978168155970755","0.583164094232331"
"112","","0.683793663688058","0.65536149471974","0.54640536149472"
"113","","0.787977254264825","0.528127538586515","0.519699431356621"
"114","","0.677904142973193","0.482331437855402","0.500609260763607"
"115","","0.74015028432169","0.605808285946385","0.700446791226645"
"116","","0.719029244516653","0.701462225832656","0.548842404549147"
"117","","0.795999187652315","0.422623883021933","0.574025182778229"
"118","","0.735885458976442","0.542648253452478","0.555544272948822"
"119","","0.743095044679123","0.816206336311942","0.475629569455727"
"120","","0.686941510966694","0.573923639317628","0.594232331437855"
"121","","0.7946791226645","0.756194151096669","0.548842404549147"
"122","","0.760154346060114","0.79823314378554","0.579610073111292"
"123","","0.705828594638505","0.844536961819659","0.552294882209586"
"124","","0.711819658813972","0.766246953696182","0.472177091795288"
"125","","0.91693744922827","0.616876523151909","0.804731925264013"
"126","","0.750101543460601","0.6696791226645","0.578391551584078"
"127","","0.691714053614947","0.587225832656377","0.572502030869212"
"128","","0.704203899268887","0.611088545897644","0.56163688058489"
"129","","0.597177091795288","0.570775792038993","0.659930950446791"
"130","","0.656478472786353","0.747562956945573","0.52406580016247"
"131","","0.733854589764419","0.971060113728676","0.747156783103168"
"132","","0.663078797725426","0.594029244516653","0.517160844841592"
"133","","0.516145410235581","0.576665312753859","0.575142160844842"
"134","","0.607534524776604","0.782189277010561","0.492485783915516"
"135","","0.62144597887896","0.746242891957758","0.595958570268075"
"136","","0.778330625507717","0.587327376116978","0.441917140536149"
"137","","0.706031681559708","0.535844841592201","0.561535337124289"
"138","","0.656478472786353","0.50355402112104","0.542242079610073"
"139","","0.667242079610073","0.68663688058489","0.642465475223396"
"140","","0.675467099918765","0.748375304630382","0.537571080422421"
"141","","0.945674248578392","0.790414297319253","0.522948822095857"
"142","","0.546202274573517","0.771730300568643","0.746141348497157"
"143","","0.523558082859464","0.61068237205524","0.459281072298944"
"144","","0.734870024370431","0.474207961007311","0.652315190901706"
"145","","0.564581640942323","0.662063363119415","0.544983753046304"
"146","","0.664805036555646","0.942323314378554","0.463748984565394"
"147","","0.640739236393176","0.687043054427295","0.52406580016247"
"148","","0.74197806661251","0.600324939073924","0.552396425670187"
"149","","0.945674248578392","0.577477660438668","0.723903330625508"
"150","","0.713850528025995","0.680544272948822","0.468318440292445"
"151","","0.536961819658814","0.935621445978879","0.490454914703493"
"152","","0.595958570268075","0.471567831031682","0.605909829406986"
"153","","0.663789601949634","0.44019090170593","0.657493907392364"
"154","","0.596161657189277","0.642770105605199","0.540820471161657"
"155","","0.585905767668562","0.643480909829407","0.726137286758733"
"156","","0.641348497156783","0.697502030869212","0.52497969130788"
"157","","0.752233956133225","0.619313566206336","0.511474411047929"
"158","","0.553716490658002","0.829203899268887","0.657798537774167"
"159","","0.707757920389927","0.981620633631194","0.677396425670187"
"160","","0.662063363119415","0.537672623883022","0.480808285946385"
"161","","0.873781478472786","0.432575142160845","0.511677497969131"
"162","","0.674959382615759","0.489845653939886","0.669272948822096"
"163","","0.626929325751422","0.584991876523152","0.511880584890333"
"164","","0.456336311941511","0.681051990251828","0.529041429731925"
"165","","0.788789601949634","0.467404549147035","0.488525588952071"
"166","","0.781072298943948","0.559910641754671","0.531681559707555"
"167","","0.604386677497969","0.846872461413485","0.657696994313566"
"168","","0.730808285946385","0.534930950446791","0.511271324126726"
"169","","0.934199837530463","0.764114541023558","0.547217709179529"
"170","","0.613525588952071","0.772644191714054","0.565495532087734"
"171","","0.653635255889521","0.87591389114541","0.57585296506905"
"172","","0.754975629569456","0.746852152721365","0.780564581640942"
"173","","0.691815597075548","0.521019496344435","0.563870836718115"
"174","","0.614845653939886","0.719333874898457","0.465069049553209"
"175","","0.709382615759545","0.631397238017872","0.552091795288383"
"176","","0.679528838342811","0.57057270511779","0.613322502030869"
"177","","0.483245329000812","0.498273761169781","0.567526401299756"
"178","","0.775995125913891","0.700649878147847","0.831945572705118"
"179","","0.794577579203899","0.980199025182778","0.570775792038993"
"180","","0.804731925264013","0.691206336311942","0.547014622258327"
"181","","0.670593013809911","0.687550771730301","0.597481722177092"
"182","","0.673334687246141","0.707351746547522","0.658407798537774"
"183","","0.673537774167344","0.668866774979691","0.520207148659626"
"184","","0.97146628757108","0.564886271324127","0.471567831031682"
"185","","0.535844841592201","0.49015028432169","0.502843216896832"
"186","","0.597786352558895","0.564784727863526","0.58214865962632"
"187","","0.682575142160845","0.615556458164094","0.540515840779854"
"188","","0.588748984565394","0.662672623883022","0.670796100731113"
"189","","0.712632006498781","0.793866774979691","0.749898456539399"
"190","","0.508225020308692","0.784930950446791","0.414195775792039"
"191","","0.766754670999188","0.645410235580829","0.605808285946385"
"192","","0.979082047116166","0.547014622258327","0.563769293257514"
"193","","0.74644597887896","0.749796913078798","0.50091389114541"
"194","","0.51878554021121","0.964662875710804","0.482839155158408"
"195","","0.655564581640942","0.745430544272949","0.613220958570268"
"196","","0.476645004061738","0.709281072298944","0.632717303005686"
"197","","0.700751421608448","0.615962632006499","0.580219333874898"
"198","","0.571892770105605","0.695775792038993","0.584890333062551"
"199","","0.638505280259951","0.957453290008124","0.596872461413485"
"200","","0.78746953696182","0.618602761982128","0.447502030869212"
"201","","0.509443541835906","0.626421608448416","0.688160032493907"
"202","","0.714053614947197","0.61251015434606","0.582250203086921"
"203","","0.645917952883834","0.672928513403737","0.492790414297319"
"204","","0.913992688870837","0.73751015434606","0.514520714865963"
"205","","0.70978878960195","0.669780666125102","0.625406173842405"
"206","","0.571892770105605","0.888911454102356","0.497156783103168"
"207","","0.751523151909017","0.986900893582453","0.456437855402112"
"208","","0.697806661251015","0.658407798537774","0.689784727863526"
"209","","0.626624695369618","0.558590576766856","0.562652315190902"
"210","","0.471161657189277","0.510763606823721","0.610783915515841"
"211","","0.858448415922015","0.647136474411048","0.569252640129976"
"212","","0.97948822095857","0.738627132412673","0.516145410235581"
"213","","0.705930138099106","0.524471974004874","0.515536149471974"
"214","","0.688058489033306","0.579203899268887","0.521222583265638"
"215","","0.691409423233144","0.873273761169781","0.590779853777417"
"216","","0.719435418359058","0.661758732737612","0.598903330625508"
"217","","0.582351746547522","0.806965881397238","0.56427701056052"
"218","","0.565901705930138","0.829813160032494","0.8481925264013"
"219","","0.650487408610885","0.87408610885459","0.616876523151909"
"220","","0.75264012997563","0.8392567018684","0.582859463850528"
"221","","0.807575142160845","0.671100731112916","0.571588139723802"
"222","","0.894800974817222","0.751523151909017","0.686535337124289"
"223","","0.867282696994314","0.612103980503656","0.537164906580016"
"224","","0.774573517465475","0.553107229894395","0.791835905767669"
"225","","0.649776604386678","0.578899268887084","0.55889520714866"
"226","","0.899167343623071","0.806458164094232","0.545085296506905"
"227","","0.609057676685621","0.994008935824533","0.501421608448416"
"228","","0.659321689683184","0.683793663688058","0.525182778229082"
"229","","0.687043054427295","0.648558082859464","0.456742485783916"
"230","","0.673842404549147","0.744922826969943","0.558996750609261"
"231","","0.718013809910642","0.751421608448416","0.520917952883834"
"232","","0.556458164094232","0.62053208773355","0.653127538586515"
"233","","0.925467099918765","0.587327376116978","0.626421608448416"
"234","","0.978066612510154","0.583468724614135","0.415414297319253"
"235","","0.773050365556458","0.679325751421608","0.802497969130788"
"236","","0.6160641754671","0.769800974817222","0.4553208773355"
"237","","0.643277822908205","0.838748984565394","0.665617384240455"
"238","","0.603168155970755","0.828290008123477","0.595958570268075"
"239","","0.57585296506905","0.681153533712429","0.549857839155158"
"240","","0.628147847278635","0.616165718927701","0.540008123476848"
"241","","0.664398862713241","0.788992688870837","0.727965069049553"
"242","","0.790922014622258","0.969435418359058","0.708773354995938"
"243","","0.66693744922827","0.89997969130788","0.593115353371243"
"244","","0.778939886271324","0.782392363931763","0.52497969130788"
"245","","0.742688870836718","0.64642567018684","0.61697806661251"
"246","","0.937144597887896","0.684199837530463","0.614947197400487"
"247","","0.713850528025995","0.971669374492283","0.685418359057677"
"248","","0.672928513403737","0.686129163281885","0.64733956133225"
"249","","0.706133225020309","0.697400487408611","0.546913078797725"
"250","","0.770105605199025","0.628452477660439","0.743602761982128"
"251","","0.69374492282697","0.818237205523964","0.656173842404549"
"252","","0.609362307067425","0.785337124289196","0.610783915515841"
"253","","0.859362307067425","0.711210398050366","0.60093419983753"
"254","","0.970044679122664","0.89906580016247","0.662164906580016"
"255","","0.656072298943948","0.988728675873274","0.711108854589764"
"256","","0.604183590576767","0.840475223395613","0.710804224207961"
"257","","0.820674248578392","0.710905767668562","0.571486596263201"
"258","","0.729183590576767","0.727152721364744","0.559504467912266"
"259","","0.651299756295695","0.703493095044679","0.56610479285134"
"260","","0.65891551584078","0.788484971567831","0.739947197400487"
"261","","0.647847278635256","0.679935012185215","0.656478472786353"
"262","","0.785337124289196","0.760458976441917","0.633123476848091"
"263","","0.858753046303818","0.852863525588952","0.765231519090171"
"264","","0.903330625507717","0.778838342810723","0.675670186839967"
"265","","0.875609260763607","0.843826157595451","0.703086921202275"
"266","","0.638505280259951","0.790718927701056","0.643582453290008"
"267","","0.626726238830219","0.964561332250203","0.727051177904143"
"268","","0.913180341186028","0.832351746547522","0.616673436230707"
"269","","0.916429731925264","0.788586515028432","0.91521121039805"
"270","","0.971364744110479","0.777619821283509","0.635154346060114"
"271","","0.828086921202275","0.69374492282697","0.590982940698619"
"272","","0.82412672623883","0.68125507717303","0.60093419983753"
"273","","0.848903330625508","0.685113728675873","0.466490658001625"
"274","","0.862307067424858","0.861697806661251","0.718623070674249"
"275","","0.984463850528026","0.990962632006499","0.675670186839967"
"276","","0.687246141348497","0.720044679122664","0.681559707554833"
"277","","0.894800974817222","0.683184402924452","0.783610885458976"
"278","","0.923943948009748","0.873679935012185","0.661352558895207"
"279","","0.843216896831844","0.866470349309505","0.740556458164094"
"280","","0.800568643379366","0.718623070674249","0.799654752233956"
"281","","0.899878147847279","0.685926076360682","0.685519902518278"
"282","","0.864033306255077","0.706031681559708","0.777619821283509"
"283","","0.650690495532088","0.815597075548335","0.694557270511779"
"284","","0.869313566206336","0.829305442729488","0.704406986190089"
"285","","0.794272948822096","0.876523151909017","0.669882209585703"
"286","","0.744415109666937","0.878452477660439","0.480909829406986"
"287","","0.937144597887896","0.707453290008124","0.71608448415922"
"288","","0.883834281072299","0.711108854589764","0.734666937449228"
"289","","0.712835093419984","0.744922826969943","0.613322502030869"
"290","","0.879366368805849","0.913688058489033","0.780056864337937"
"291","","0.969333874898457","0.845044679122664","0.624187652315191"
"292","","0.909017059301381","0.782290820471162","0.559301380991064"
"293","","0.780869212022746","0.653432168968318","0.744313566206336"
"294","","0.952173030056864","0.788789601949634","0.797217709179529"
"295","","0.724411047928513","0.929528838342811","0.580016246953696"
"296","","0.958164094232331","0.573822095857027","0.549451665312754"
"297","","0.884138911454102","0.549553208773355","0.631498781478473"
"298","","0.964967506092608","0.723395613322502","0.497156783103168"
"299","","0.795085296506905","0.788992688870837","0.374695369618197"
"300","","0.866267262388302","0.76340373679935","0.516246953696182"
"301","","0.937652315190902","0.745836718115353","0.59108448415922"
"302","","0.943440292445167","0.878757108042242","0.693135662063363"
"303","","0.93663688058489","0.990353371242892","0.611697806661251"
"304","","0.958265637692933","0.768074735987002","0.46161657189277"
"305","","0.96963850528026","0.64825345247766","0.604386677497969"
"306","","0.880889520714866","0.657900081234769","0.634545085296507"
"307","","0.881600324939074","0.70450852965069","0.821689683184403"
"308","","0.727152721364744","0.792749796913079","0.612103980503656"
"309","","0.199025182778229","0.637185215272136","0.481722177091795"
"310","","0.619313566206336","0.577376116978067","0.603168155970755"
"311","","0.556661251015435","0.841795288383428","0.650588952071487"
"312","","0.722989439480098","0.669882209585703","0.610073111291633"
"313","","0.462632006498782","0.743095044679123","0.862002437043054"
"314","","0.74735987002437","0.800670186839967","0.652315190901706"
"315","","0.97857432981316","0.732839155158408","0.658610885458976"
"316","","0.610276198212835","0.842404549147035","0.627741673436231"
"317","","0.455930138099106","0.586515028432169","0.672420796100731"
"318","","0.568440292445167","0.78746953696182","0.615962632006499"
"319","","0.454914703493095","0.709484159220146","0.577173030056864"
"320","","0.554833468724614","0.675467099918765","0.614439480097482"
"321","","0.442323314378554","0.596364744110479","0.632006498781479"
"322","","0.465272136474411","0.824431356620634","0.686433793663688"
"323","","0.681661251015435","0.995430544272949","0.71872461413485"
"324","","0.439378554021121","0.765231519090171","0.77051177904143"
"325","","0.617688870836718","0.770816409423233","0.530767668562145"
"326","","0.599411047928513","0.845247766043867","0.700954508529651"
"327","","0.912875710804224","0.830828594638505","0.694151096669374"
"328","","0.58661657189277","0.70450852965069","0.610276198212835"
"329","","0.494821283509342","0.671202274573517","0.43389520714866"
"330","","0.623679935012185","0.704813160032494","0.660337124289196"
"331","","0.691917140536149","0.791734362307067","0.648354995938262"
"332","","0.57229894394801","0.753147847278635","0.466389114541024"
"333","","0.443135662063363","0.886169780666125","0.661657189277011"
"334","","0.725324939073924","0.824431356620634","0.484057676685621"
"335","","0.996750609260764","0.726137286758733","0.449939073923639"
"336","","0.689784727863526","0.694963444354184","0.670999187652315"
"337","","0.633529650690495","0.637083671811535","0.739236393176279"
"338","","0.78036149471974","0.923334687246141","0.497461413484972"
"339","","0.706336311941511","0.788688058489033","0.549350121852153"
"340","","0.411860276198213","0.685418359057677","0.64733956133225"
"341","","0.522136474411048","0.515434606011373","0.370227457351747"
"342","","0.604589764419171","0.715576766856214","0.3303208773355"
"343","","0.618805848903331","0.924451665312754","0.511169780666125"
"344","","0.704305442729488","0.428005686433794","0.519496344435418"
"345","","0.828290008123477","0.404853777416734","0.649268887083672"
"346","","0.80178716490658","0.630889520714866","0.48568237205524"
"347","","0.623883021933388","0.598801787164907","0.487713241267262"
"348","","0.554021121039805","0.739236393176279","0.454203899268887"
"349","","0.65536149471974","0.576868399675061","0.561941510966694"
"350","","0.647441104792851","0.760154346060114","0.672725426482535"
"351","","0.725731112916328","0.984260763606824","0.427802599512591"
"352","","0.540617384240455","0.676685621445979","0.361799350121852"
"353","","0.795593013809911","0.484565393988627","0.571181965881397"
"354","","0.986799350121852","0.577071486596263","0.702985377741673"
"355","","0.581031681559708","0.544983753046304","0.446588139723802"
"356","","0.483143785540211","0.67414703493095","0.870938261575955"
"357","","0.571689683184403","0.485276198212835","0.593623070674249"
"358","","0.540515840779854","0.530463038180341","0.560316815597076"
"359","","0.574939073923639","0.748578391551584","0.599715678310317"
"360","","0.458265637692933","0.547014622258327","0.611494719740049"
"361","","0.487713241267262","0.685316815597076","0.566815597075548"
"362","","0.756600324939074","0.682270511779041","0.472075548334687"
"363","","0.531986190089358","0.875710804224208","0.443846466287571"
"364","","0.65982940698619","0.65891551584078","0.526604386677498"
"365","","0.646831844029245","0.486900893582453","0.610174654752234"
"366","","0.901502843216897","0.712225832656377","0.715881397238018"
"367","","0.663586515028432","0.634443541835906","0.72410641754671"
"368","","0.507006498781479","0.560926076360682","0.453188464662876"
"369","","0.622258326563769","0.500406173842405","0.592607636068237"
"370","","0.700954508529651","0.797826969943136","0.629061738424045"
"371","","0.580727051177904","0.984666937449228","0.530767668562145"
"372","","0.46161657189277","0.695775792038993","0.357737611697807"
"373","","0.661657189277011","0.74461819658814","0.367790414297319"
"374","","0.993298131600325","0.790718927701056","0.570064987814785"
"375","","0.696486596263201","0.762185215272136","0.704102355808286"
"376","","0.610783915515841","0.531884646628757","0.614541023558083"
"377","","0.794882209585703","0.547420796100731","0.588952071486596"
"378","","0.738322502030869","0.621344435418359","0.643988627132413"
"379","","0.513099106417547","0.713444354183591","0.708265637692933"
"380","","0.540718927701056","0.713139723801787","0.566815597075548"
"381","","0.611494719740049","0.839662875710804","0.597481722177092"
"382","","0.573517465475223","0.806559707554833","0.745430544272949"
"383","","0.678716490658002","0.681559707554833","0.659930950446791"
"384","","0.796709991876523","0.563667749796913","0.692018683996751"
"385","","0.772034930950447","0.828290008123477","0.60895613322502"
"386","","0.614845653939886","0.961921202274574","0.550060926076361"
"387","","0.551584077985378","0.848700243704305","0.603168155970755"
"388","","0.75","0.798943948009748","0.558996750609261"
"389","","0.774776604386678","0.623070674248578","0.666835905767669"
"390","","0.7053208773355","0.70176685621446","0.657392363931763"
"391","","0.897948822095857","0.970857026807474","0.658712428919578"
"392","","0.977254264825345","0.649268887083672","0.872461413484972"
"393","","0.767770105605199","0.694049553208773","0.645308692120227"
"394","","0.627030869212023","0.609463850528026","0.659930950446791"
"395","","0.6160641754671","0.778330625507717","0.593115353371243"
"396","","0.670288383428107","0.813667749796913","0.755686433793664"
"397","","0.77325345247766","0.718318440292445","0.63038180341186"
"398","","0.655564581640942","0.939886271324127","0.881295694557271"
"399","","0.725832656376929","0.971161657189277","0.533306255077173"
"400","","0.871649065800162","0.730199025182778","0.564073923639318"
"401","","0.700040617384241","0.611799350121852","0.630686433793664"
"402","","0.853066612510154","0.625609260763607","0.564581640942323"
"403","","0.79914703493095","0.649471974004874","0.574228269699431"
"404","","0.919577579203899","0.78036149471974","0.585905767668562"
"405","","0.807778229082047","0.668257514216084","0.592810722989439"
"406","","0.696791226645004","0.74908610885459","0.731112916328188"
"407","","0.790718927701056","0.919882209585703","0.711921202274574"
"408","","0.682372055239643","0.685113728675873","0.696994313566206"
"409","","0.660844841592201","0.887388302193339","0.800365556458164"
"410","","0.658306255077173","0.829305442729488","0.551380991064175"
"411","","0.837022745735175","0.930036555645816","0.727558895207149"
"412","","0.99461819658814","0.860783915515841","0.609768480909829"
"413","","0.687246141348497","0.712225832656377","0.618704305442729"
"414","","0.724309504467912","0.840373679935012","0.652213647441105"
"415","","0.818846466287571","0.641551584077985","0.555239642567019"
"416","","0.805239642567019","0.625507717303006","0.656986190089358"
"417","","0.68572298943948","0.663891145410236","0.607331437855402"
"418","","0.668562144597888","0.879772542648253","0.603269699431357"
"419","","0.621953696181966","0.978777416734362","0.599817221770918"
"420","","0.775284321689683","0.728269699431357","0.742790414297319"
"421","","0.840475223395613","0.727965069049553","0.586311941510967"
"422","","0.885966693744923","0.774471974004874","0.559199837530463"
"423","","0.864541023558083","0.750710804224208","0.744821283509342"
"424","","0.698415922014622","0.718927701056052","0.611088545897644"
"425","","0.665922014622258","0.628046303818034","0.681559707554833"
"426","","0.559910641754671","0.676482534524777","0.62682778229082"
"427","","0.537266450040617","0.823619008935825","0.586921202274574"
"428","","0.660032493907392","0.806051990251828","0.581031681559708"
"429","","0.972583265637693","0.870430544272949","0.552599512591389"
"430","","0.613017871649066","0.863119415109667","0.686535337124289"
"431","","0.539805036555646","0.723700243704305","0.642770105605199"
"432","","0.648862713241267","0.697705117790414","0.644800974817222"
"433","","0.481620633631194","0.818237205523964","0.820064987814785"
"434","","0.608854589764419","0.913688058489033","0.639926888708367"
"435","","0.52325345247766","0.875203086921202","0.662164906580016"
"436","","0.485276198212835","0.78036149471974","0.610377741673436"
"437","","0.576868399675061","0.639825345247766","0.746649065800162"
"438","","0.456336311941511","0.671100731112916","0.613322502030869"
"439","","0.538586515028432","0.963647441104793","0.902010560519902"
"440","","0.521730300568643","0.652518277822908","0.625710804224208"
"441","","0.868907392363932","0.6786149471974","0.615048740861089"
"442","","0.562956945572705","0.595146222583266","0.640739236393176"
"443","","0.468623070674249","0.796202274573517","0.519800974817222"
"444","","0.58123476848091","0.798131600324939","0.606112916328188"
"445","","0.762286758732738","0.698009748172218","0.628452477660439"
"446","","0.745430544272949","0.926177904142973","0.575446791226645"
"447","","0.497969130787977","0.936941510966694","0.72674654752234"
"448","","0.824025182778229","0.77142567018684","0.710601137286759"
"449","","0.921100731112916","0.650690495532088","0.758123476848091"
"450","","0.714155158407799","0.629366368805849","0.784626320064988"
"451","","0.634951259138911","0.651909017059301","0.597684809098294"
"452","","0.695268074735987","0.722583265637693","0.73659626320065"
"453","","0.57676685621446","0.683285946385053","0.643988627132413"
"454","","0.487307067424858","0.761169780666125","0.658509341998375"
"455","","0.617282696994314","0.876015434606011","0.627843216896832"
"456","","0.682372055239643","0.714459788789602","0.571994313566206"
"457","","0.575954508529651","0.839053614947197","0.361697806661251"
"458","","0.776299756295695","0.795288383428107","0.433082859463851"
"459","","0.784321689683184","0.925365556458164","0.525995125913891"
"460","","0.80534118602762","0.815292445166531","0.6071283509342"
"461","","0.650182778229082","0.741673436230707","0.358143785540211"
"462","","0.527924451665313","0.823923639317628","0.480300568643379"
"463","","0.68663688058489","0.618095044679123","0.669983753046304"
"464","","0.838038180341186","0.605300568643379","0.469740048740861"
"465","","0.814987814784728","0.679528838342811","0.486291632818846"
"466","","0.762692932575142","0.86961819658814","0.457047116165719"
"467","","0.655158407798538","0.942932575142161","0.445877335499594"
"468","","0.717303005686434","0.740251827782291","0.537367993501219"
"469","","0.633834281072299","0.731112916328188","0.382209585702681"
"470","","0.599207961007311","0.81427701056052","0.567932575142161"
"471","","0.636372867587327","0.776604386677498","0.446791226645004"
"472","","0.687449228269699","0.696994313566206","0.402619821283509"
"473","","0.677396425670187","0.674045491470349","0.679528838342811"
"474","","0.61068237205524","0.678716490658002","0.446080422420796"
"475","","0.662266450040617","0.803208773354996","0.457351746547522"
"476","","0.578086921202275","0.847786352558895","0.52142567018684"
"477","","0.885662063363119","0.905158407798538","0.639723801787165"
"478","","0.704813160032494","0.874695369618197","0.367790414297319"
"479","","0.631295694557271","0.714358245329001","0.78036149471974"
"480","","0.695471161657189","0.715272136474411","0.516246953696182"
