"","Otu0001","Otu0002","Otu0003","Otu0004","Otu0005","Otu0006","Otu0007","Otu0008","Otu0009","Otu0010","Otu0011","Otu0012","Otu0013","Otu0014","Otu0015","Otu0016","Otu0017","Otu0018","Otu0019","Otu0020","Otu0021","Otu0022","Otu0023","Otu0024","Otu0025","Otu0026","Otu0027","Otu0028","Otu0029","Otu0030","Otu0031","Otu0032","Otu0033","Otu0034","Otu0035","Otu0036","Otu0037","Otu0038","Otu0039","Otu0040","Otu0041","Otu0042","Otu0043","Otu0044","Otu0045","Otu0046","Otu0047","Otu0048","Otu0049","Otu0050","Otu0051","Otu0052","Otu0053","Otu0054","Otu0055","Otu0056","Otu0057","Otu0058","Otu0059","Otu0060","Otu0061","Otu0062","Otu0063","Otu0064","Otu0065","Otu0066","Otu0067","Otu0068","Otu0069","Otu0070","Otu0071","Otu0072","Otu0073","Otu0074","Otu0075","Otu0076","Otu0077","Otu0078","Otu0079","Otu0080","Otu0081","Otu0082","Otu0083","Otu0084","Otu0085","Otu0086","Otu0087","Otu0088","Otu0089","Otu0090","Otu0091","Otu0092","Otu0093","Otu0094","Otu0095","Otu0096","Otu0097","Otu0098","Otu0099","Otu0100","Otu0101","Otu0102","Otu0103","Otu0104","Otu0105","Otu0106","Otu0107","Otu0108","Otu0109","Otu0110","Otu0111","Otu0112","Otu0113","Otu0114","Otu0115","Otu0116","Otu0117","Otu0118","Otu0119","Otu0120","Otu0121","Otu0122","Otu0123","Otu0124","Otu0125","Otu0126","Otu0127","Otu0128","Otu0129","Otu0130","Otu0131","Otu0132","Otu0133","Otu0134","Otu0135","Otu0136","Otu0137","Otu0138","Otu0139","Otu0140","Otu0141","Otu0142","Otu0143","Otu0144","Otu0145","Otu0146","Otu0147","Otu0148","Otu0149","Otu0150","Otu0151","Otu0152","Otu0153","Otu0154","Otu0155","Otu0156","Otu0157","Otu0158","Otu0159","Otu0160","Otu0161","Otu0162","Otu0163","Otu0164","Otu0165","Otu0166","Otu0167","Otu0168","Otu0169","Otu0170","Otu0171","Otu0172","Otu0173","Otu0174","Otu0175","Otu0176","Otu0177","Otu0178","Otu0179","Otu0180","Otu0181","Otu0182","Otu0183","Otu0184","Otu0185","Otu0186","Otu0187","Otu0188","Otu0189","Otu0190","Otu0191","Otu0192","Otu0193","Otu0194","Otu0195","Otu0196","Otu0197","Otu0198","Otu0199","Otu0200","Otu0201","Otu0202","Otu0203","Otu0204","Otu0205","Otu0206","Otu0207","Otu0208","Otu0209","Otu0210","Otu0211","Otu0212","Otu0213","Otu0214","Otu0215","Otu0216","Otu0217","Otu0218","Otu0219","Otu0220","Otu0221","Otu0222","Otu0223","Otu0224","Otu0225","Otu0226","Otu0227","Otu0228","Otu0229","Otu0230","Otu0231","Otu0232","Otu0233","Otu0234","Otu0235","Otu0236","Otu0237","Otu0238","Otu0239","Otu0240","Otu0241","Otu0242","Otu0243","Otu0244","Otu0245","Otu0246","Otu0247","Otu0248","Otu0249","Otu0250","Otu0251","Otu0252","Otu0253","Otu0254","Otu0255","Otu0256","Otu0257","Otu0258","Otu0259","Otu0260","Otu0261","Otu0262","Otu0263","Otu0264","Otu0265","Otu0266","Otu0267","Otu0268","Otu0269","Otu0270","Otu0271","Otu0272","Otu0273","Otu0274","Otu0275","Otu0276","Otu0277","Otu0278","Otu0279","Otu0280","Otu0281","Otu0282","Otu0283","Otu0284","Otu0285","Otu0286","Otu0287","Otu0288","Otu0289","Otu0290","Otu0291","Otu0292","Otu0293","Otu0294","Otu0295","Otu0296","Otu0297","Otu0298","Otu0299","Otu0300","Otu0301","Otu0302","Otu0303","Otu0304","Otu0305","Otu0306","Otu0307","Otu0308","Otu0309","Otu0310","Otu0311","Otu0312","Otu0313","Otu0314","Otu0315","Otu0316","Otu0317","Otu0318","Otu0319","Otu0320","Otu0321","Otu0322","Otu0323","Otu0324","Otu0325","Otu0326","Otu0327","Otu0328","Otu0329","Otu0330","Otu0331","Otu0332","Otu0333","Otu0334","Otu0335","Otu0336","Otu0337","Otu0338","Otu0339","Otu0340","Otu0341","Otu0342","Otu0343","Otu0344","Otu0345","Otu0346","Otu0347","Otu0348","Otu0349","Otu0350","Otu0351","Otu0352","Otu0353","Otu0354","Otu0355","Otu0356","Otu0357","Otu0358","Otu0359","Otu0360","Otu0361","Otu0362","Otu0363","Otu0364","Otu0365","Otu0366","Otu0367","Otu0368","Otu0369","Otu0370","Otu0371","Otu0372","Otu0373","Otu0374","Otu0375","Otu0376","Otu0377","Otu0378","Otu0379","Otu0380","Otu0381","Otu0382","Otu0383","Otu0384","Otu0385","Otu0386","Otu0387","Otu0388","Otu0389","Otu0390","Otu0391","Otu0392","Otu0393"
"FD048",1382,1442,212,1,380,265,0,1,0,1308,0,235,277,0,0,700,222,0,0,0,2,400,0,0,0,0,689,0,0,24,0,0,66,0,0,0,166,1,0,11,0,0,0,971,0,176,0,0,156,17,0,0,24,0,0,0,30,0,0,53,0,4,0,0,0,132,0,0,0,0,0,1,0,0,116,0,25,0,0,0,0,0,0,10,0,0,0,16,0,0,0,0,8,6,0,0,0,15,0,0,0,51,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11,0,0,34,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,31,0,0,0,0,0,0,0,56,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,18,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FD050",1615,739,217,514,284,534,250,0,255,441,0,343,42,375,0,378,210,299,359,231,66,120,0,0,1,139,0,134,2,352,234,0,24,0,0,0,8,0,0,45,7,199,0,0,11,0,98,233,0,13,52,0,3,9,0,0,1,0,0,11,43,17,0,0,0,0,0,3,198,0,0,6,7,0,0,22,0,3,53,3,0,0,0,4,34,0,1,0,0,18,4,0,4,0,4,117,0,4,57,12,0,13,0,0,2,54,16,0,16,50,0,0,0,22,0,0,0,0,14,0,0,0,11,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,3,0,1,0,3,0,48,0,0,5,0,0,0,0,3,0,4,0,12,0,0,1,4,0,8,0,0,0,1,0,5,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0,2,1,0,0,1,0,0,0,0,7,5,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0
"FD051",1981,894,209,160,758,106,655,2,476,171,0,156,124,69,0,0,268,320,316,66,16,24,0,0,53,17,0,0,0,58,53,0,41,32,133,0,5,0,0,1,186,8,0,0,0,0,43,44,0,37,12,0,0,0,0,0,9,0,550,17,24,0,0,0,0,0,0,0,941,0,0,2,212,0,0,0,4,49,0,1,0,0,0,4,0,0,232,0,0,18,84,0,2,0,0,44,0,0,0,0,0,15,0,0,0,7,0,0,0,34,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,0,13,0,0,0,0,0,0,0,0,1,0,31,0,3,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"FD052",1958,743,238,927,82,137,58,0,517,549,0,102,0,44,0,304,95,141,76,60,18,46,89,818,0,30,59,69,0,17,82,71,0,0,53,68,4,46,0,122,90,3,61,0,301,26,13,75,3,26,43,0,0,0,0,0,43,0,80,3,6,0,0,0,0,1,135,0,0,0,0,0,2,0,30,4,0,15,73,18,86,27,0,2,74,0,11,25,0,18,29,0,0,0,8,4,0,0,18,12,0,0,0,0,0,73,0,0,18,0,7,3,2,26,33,62,0,0,1,0,0,31,0,0,0,15,6,0,0,0,0,0,42,0,0,0,0,0,15,0,0,0,5,0,0,1,0,0,28,0,0,0,0,0,4,63,1,9,0,0,0,119,0,0,1,0,2,0,56,0,36,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,22,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,0,5,10,0,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,17,13,0,0,0,10,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,3,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0
"FD053",1615,562,55,1132,129,120,52,2,890,220,0,105,54,29,0,42,84,154,140,55,16,65,144,906,2,39,78,0,0,4,24,55,1,0,171,60,0,132,0,211,230,0,59,0,8,0,15,91,3,23,57,0,0,1,0,0,21,0,13,1,0,0,0,0,0,4,0,0,0,0,0,0,2,0,12,7,0,19,79,358,0,11,0,0,1,0,213,5,0,11,37,0,0,0,406,0,0,0,44,0,0,0,0,0,0,96,0,0,12,15,0,0,0,10,0,0,0,0,0,0,0,16,0,1,0,2,0,0,0,211,0,0,0,0,0,0,0,0,15,0,0,0,0,0,1,1,0,0,27,0,0,0,0,0,0,22,2,5,0,0,0,0,0,0,1,0,0,0,69,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,59,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,0,0,6,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,32,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,1,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FD054",3369,2616,0,1,1,0,189,2,0,250,0,0,0,0,0,0,0,0,0,0,590,0,0,0,69,0,0,0,0,0,0,0,362,0,0,0,187,0,0,64,0,0,0,0,0,114,0,0,0,0,0,0,7,128,0,0,200,0,0,12,0,791,0,0,0,0,0,0,0,0,0,15,451,0,0,0,0,0,0,0,1,0,0,70,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,54,0,0,0,25,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FD056",2344,990,900,152,410,330,45,1,276,0,660,0,102,102,570,374,72,0,250,97,48,43,173,0,38,90,4,0,0,13,191,0,2,1,0,1,32,0,0,259,0,82,0,0,0,48,0,0,90,43,0,9,28,21,0,0,2,0,63,158,55,15,0,0,0,0,0,0,0,0,0,1,0,0,0,8,19,27,0,0,0,48,0,27,0,0,0,0,0,7,63,0,13,0,0,1,1,9,0,0,0,0,0,0,0,1,3,0,9,1,0,0,10,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,112,0,0,0,5,0,0,0,0,4,0,6,0,30,0,0,12,19,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,11,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,39,0,0,0,0,0,0,11,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"FD057",1247,425,1109,681,207,312,15,5,1001,164,475,222,39,0,108,90,150,48,51,122,24,38,356,0,0,51,60,0,0,9,0,15,0,0,106,0,1,0,0,25,165,4,1,0,0,65,25,27,10,45,20,13,0,3,0,0,50,92,4,6,33,3,0,0,958,0,3,0,0,0,0,0,6,0,0,193,0,14,66,69,14,25,37,0,0,50,3,0,0,29,11,0,5,1,129,0,0,0,10,23,0,7,0,0,2,5,0,0,13,11,0,0,6,32,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,2,0,0,0,5,4,0,6,0,1,30,68,0,0,0,0,2,26,0,7,0,0,0,0,0,0,6,0,1,0,0,0,24,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,30,3,0,0,0,0,0,0,0,0,9,0,0,0,3,3,0,0,0,0,0,3,0,1,0,0,0,0,0,0,3,0,1,0,2,0,0,0,0,19,0,0,0,0,12,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,5,0,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,10,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"FD058",3344,1148,0,0,1,579,0,7,907,0,142,0,501,0,0,99,1,0,0,0,124,116,0,0,0,1,228,0,0,67,0,0,51,0,0,0,92,0,0,121,0,0,0,0,14,41,0,0,0,72,0,0,92,6,0,0,4,0,41,23,0,0,0,1123,1,0,0,0,0,0,0,2,2,0,0,0,37,8,0,0,0,0,0,115,0,8,21,0,0,0,0,0,4,0,0,0,0,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,38,10,472,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"FD059",865,701,852,911,40,25,303,346,120,835,152,732,3,139,349,0,0,127,156,88,34,60,11,463,38,65,0,183,1,5,105,55,13,73,17,263,1,0,0,10,18,15,0,1,96,66,25,118,54,4,4,0,1,2,0,0,0,0,9,8,17,9,0,2,0,18,0,0,0,0,0,0,1,0,0,21,0,3,22,1,16,50,0,0,45,0,3,0,0,11,2,183,0,0,4,36,4,0,3,28,0,6,4,0,0,29,1,0,1,16,115,14,6,0,48,18,0,0,10,0,0,0,8,0,0,6,41,0,0,0,0,0,10,0,0,0,0,11,27,0,0,0,67,3,0,0,0,0,5,0,1,0,6,0,8,9,34,8,0,0,21,0,4,0,2,0,1,0,0,0,1,18,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,19,54,0,0,0,3,0,0,2,3,0,0,0,0,0,3,0,3,5,3,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,1,59,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,2,0,1,3,0,0,2,0,0,0,0,1,0,0,0,0,0,7,0,1,0,0,0,0,1,0,7,0,0,0,0,0,1,0,0,0,2,0,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"FD060",2884,1616,3,1,0,350,1,554,0,67,1315,0,628,0,0,0,106,0,48,0,0,248,0,2,115,0,3,1,0,186,0,0,130,0,0,1,19,1,0,3,0,39,0,521,0,0,0,0,7,184,1,0,169,0,0,0,6,1,0,24,9,4,0,216,0,0,0,0,0,0,0,7,5,0,0,35,15,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,5,0,0,0,3,10,0,0,0,40,0,0,0,16,5,0,0,1,1,7,0,0,0,0,0,0,3,0,0,0,0,0,71,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,6,43,0,0,0,0,1,0,0,0,0,0,31,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,2,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,6,0,0,0,0
"FD061",0,0,0,1,194,1100,126,0,1598,0,0,0,0,0,0,0,0,0,1,0,420,2,0,0,23,45,0,0,0,114,0,0,0,1,0,0,397,529,0,0,905,20,0,0,142,0,0,0,0,0,0,1,0,0,0,0,245,0,1012,90,28,0,0,1,0,0,0,0,0,0,0,0,580,0,0,106,14,64,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,31,0,0,0,323,0,0,0,0,0,61,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,281,0,0,0,0,0,65,0,14,0,0,0,0,0,0,0,0,0,0,1,0,24,19,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,31,19,0,1,0,1,0,49,0,0,0,6,0,0,0,7,0,0,0,0,0,0,0,0,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,29,0,0,259,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,0,0,1,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FD062",492,225,277,457,38,9,62,1235,94,803,1,173,65,45,204,0,92,117,37,50,6,39,53,0,16,51,763,240,0,27,300,179,1,3,33,84,1,0,0,49,155,4,32,0,142,0,35,42,4,11,21,0,0,13,0,0,0,152,80,8,5,14,0,0,0,45,0,0,0,0,19,0,2,0,33,38,0,14,40,28,91,42,0,0,39,145,2,78,0,13,47,45,0,0,20,67,38,0,40,7,0,0,7,537,0,44,0,0,29,18,13,12,8,5,38,20,0,290,1,0,1,6,77,9,0,29,1,0,0,0,1,0,23,0,1,0,0,0,11,0,0,0,9,9,0,0,0,0,13,0,0,0,16,0,10,29,8,11,0,0,20,37,0,0,0,11,0,7,1,0,25,8,1,0,0,2,0,0,0,0,0,0,0,0,0,0,79,0,0,0,3,0,2,0,18,2,0,2,74,0,0,9,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,12,15,3,1,0,1,0,0,0,2,0,5,8,0,0,0,4,0,6,7,0,1,0,0,0,0,4,0,30,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,5,6,0,0,0,0,0,31,5,0,0,0,0,0,0,0,0,1,19,0,0,0,0,7,0,0,0,19,0,0,0,0,0,0,0,3,0,17,2,4,4,0,1,1,1,0,16,1,0,0,1,0,2,1,0,0,0,0,7,2,2,0,0,0,16,1,0,2,3,1,0,0,0,6,0,0,1,0,4,1,0,0,0,0,0,2,1,0,3,0,0,0,2,0,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0
"FD063",1561,606,958,623,134,135,36,531,268,483,0,358,56,31,0,0,139,127,114,38,0,26,26,1,3,17,257,123,0,0,75,86,4,0,106,110,2,0,0,90,79,10,82,0,129,0,50,34,26,12,62,0,1,0,0,0,0,15,42,5,6,9,0,0,0,47,174,0,0,0,0,0,1,0,53,2,0,20,33,68,55,25,0,1,5,105,0,25,0,2,22,0,0,0,0,3,22,0,25,7,0,5,0,404,0,1,0,0,20,0,0,4,2,27,22,11,2,162,0,0,0,9,0,0,0,4,3,0,0,0,24,0,34,0,0,0,0,0,9,0,0,0,4,0,0,0,0,0,16,0,0,0,8,0,5,23,8,38,0,0,58,0,5,0,1,0,0,0,11,0,4,0,1,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,98,0,0,0,25,2,0,0,0,0,2,3,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,3,0,0,5,0,4,0,2,0,11,0,2,4,1,0,0,10,0,0,14,0,4,0,0,96,0,1,0,9,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,3,0,1,1,0,18,0,104,0,2,0,5,3,0,0,0,0,6,0,0,0,0,0,0,3,4,3,0,0,0,0,0,4,0,1,0,6,0,19,0,0,2,5,0,0,0,0,9,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
